img_file,csv_file,time_diff_sec,timestamp
File_name_2022-09-12T09_29_54.957312.jpg,File_name_2022-09-12T09_29_55.567305.csv,28.961036,2022-09-12 09:29:54.957312
File_name_2022-09-12T09_31_53.575470.jpg,File_name_2022-09-12T09_31_54.159555.csv,27.706291,2022-09-12 09:31:53.575470
File_name_2022-09-12T09_33_53.019030.jpg,File_name_2022-09-12T09_33_53.610398.csv,29.128551,2022-09-12 09:33:53.019030
File_name_2022-09-12T09_35_53.774433.jpg,File_name_2022-09-12T09_35_54.356163.csv,28.3486,2022-09-12 09:35:53.774433
File_name_2022-09-12T09_37_59.040002.jpg,File_name_2022-09-12T09_37_59.637304.csv,28.718805,2022-09-12 09:37:59.040002
File_name_2022-09-12T09_40_04.994651.jpg,File_name_2022-09-12T09_40_05.552384.csv,28.995708,2022-09-12 09:40:04.994651
File_name_2022-09-12T09_43_25.093329.jpg,File_name_2022-09-12T09_43_25.715700.csv,28.999424,2022-09-12 09:43:25.093329
File_name_2022-09-12T09_45_42.365918.jpg,File_name_2022-09-12T09_45_42.948646.csv,28.359919,2022-09-12 09:45:42.365918
File_name_2022-09-12T09_48_02.084125.jpg,File_name_2022-09-12T09_48_02.664118.csv,28.517637,2022-09-12 09:48:02.084125
File_name_2022-09-12T09_50_08.776597.jpg,File_name_2022-09-12T09_50_09.386842.csv,27.969198,2022-09-12 09:50:08.776597
File_name_2022-09-12T09_55_46.480199.jpg,File_name_2022-09-12T09_55_47.077236.csv,29.059324,2022-09-12 09:55:46.480199
File_name_2022-09-12T09_57_53.744816.jpg,File_name_2022-09-12T09_57_54.326257.csv,28.579817,2022-09-12 09:57:53.744816
File_name_2022-09-12T10_00_09.412641.jpg,File_name_2022-09-12T10_00_09.993241.csv,29.073111,2022-09-12 10:00:09.412641
File_name_2022-09-12T10_02_21.069953.jpg,File_name_2022-09-12T10_02_21.649951.csv,28.046025,2022-09-12 10:02:21.069953
File_name_2022-09-12T10_04_31.397782.jpg,File_name_2022-09-12T10_04_31.999435.csv,28.843276,2022-09-12 10:04:31.397782
File_name_2022-09-12T10_07_37.321185.jpg,File_name_2022-09-12T10_07_37.901149.csv,28.767371,2022-09-12 10:07:37.321185
File_name_2022-09-12T10_09_37.545252.jpg,File_name_2022-09-12T10_09_38.136559.csv,27.564297,2022-09-12 10:09:37.545252
File_name_2022-09-12T10_11_38.191326.jpg,File_name_2022-09-12T10_11_38.761891.csv,28.063738,2022-09-12 10:11:38.191326
File_name_2022-09-12T10_15_36.860270.jpg,File_name_2022-09-12T10_15_37.432777.csv,25.363762,2022-09-12 10:15:36.860270
File_name_2022-09-12T10_17_32.840578.jpg,File_name_2022-09-12T10_17_33.400874.csv,28.863041,2022-09-12 10:17:32.840578
File_name_2022-09-12T10_22_29.720753.jpg,File_name_2022-09-12T10_22_30.301521.csv,28.927391,2022-09-12 10:22:29.720753
File_name_2022-09-12T10_24_30.460812.jpg,File_name_2022-09-12T10_24_31.084273.csv,29.54598,2022-09-12 10:24:30.460812
File_name_2022-09-12T10_26_43.266454.jpg,File_name_2022-09-12T10_26_43.828734.csv,29.749145,2022-09-12 10:26:43.266454
File_name_2022-09-12T10_28_49.915862.jpg,File_name_2022-09-12T10_28_50.508733.csv,27.711589,2022-09-12 10:28:49.915862
File_name_2022-09-12T10_35_38.805281.jpg,File_name_2022-09-12T10_35_39.400891.csv,28.475454,2022-09-12 10:35:38.805281
File_name_2022-09-12T10_38_15.485895.jpg,File_name_2022-09-12T10_38_16.077886.csv,28.757011,2022-09-12 10:38:15.485895
File_name_2022-09-12T10_40_27.461151.jpg,File_name_2022-09-12T10_40_28.051117.csv,28.170661,2022-09-12 10:40:27.461151
File_name_2022-09-12T10_42_44.422955.jpg,File_name_2022-09-12T10_42_45.013967.csv,28.994179,2022-09-12 10:42:44.422955
File_name_2022-09-12T10_44_54.513060.jpg,File_name_2022-09-12T10_44_55.093985.csv,28.886788,2022-09-12 10:44:54.513060
File_name_2022-09-12T10_47_36.153923.jpg,File_name_2022-09-12T10_47_36.734607.csv,28.594983,2022-09-12 10:47:36.153923
File_name_2022-09-12T10_49_52.528862.jpg,File_name_2022-09-12T10_49_53.101154.csv,28.526849,2022-09-12 10:49:52.528862
File_name_2022-09-12T10_52_21.549672.jpg,File_name_2022-09-12T10_52_22.132837.csv,28.846997,2022-09-12 10:52:21.549672
File_name_2022-09-12T10_56_21.081558.jpg,File_name_2022-09-12T10_56_21.671564.csv,28.367668,2022-09-12 10:56:21.081558
File_name_2022-09-12T11_15_33.164581.jpg,File_name_2022-09-12T11_15_33.765240.csv,28.829595,2022-09-12 11:15:33.164581
File_name_2022-09-12T11_18_38.855398.jpg,File_name_2022-09-12T11_18_39.428489.csv,29.264945,2022-09-12 11:18:38.855398
File_name_2022-09-12T11_20_44.197511.jpg,File_name_2022-09-12T11_20_44.789230.csv,29.05655,2022-09-12 11:20:44.197511
File_name_2022-09-12T11_23_05.738431.jpg,File_name_2022-09-12T11_23_06.320535.csv,28.393892,2022-09-12 11:23:05.738431
File_name_2022-09-12T11_25_10.039039.jpg,File_name_2022-09-12T11_25_10.630442.csv,28.889675,2022-09-12 11:25:10.039039
File_name_2022-09-12T11_27_14.233570.jpg,File_name_2022-09-12T11_27_14.833621.csv,28.793125,2022-09-12 11:27:14.233570
File_name_2022-09-12T11_29_27.083333.jpg,File_name_2022-09-12T11_29_27.691387.csv,28.416579,2022-09-12 11:29:27.083333
File_name_2022-09-12T11_33_32.056391.jpg,File_name_2022-09-12T11_33_32.649723.csv,29.020674,2022-09-12 11:33:32.056391
File_name_2022-09-12T11_35_44.686279.jpg,File_name_2022-09-12T11_35_45.256277.csv,29.279954,2022-09-12 11:35:44.686279
File_name_2022-09-12T11_41_52.291108.jpg,File_name_2022-09-12T11_41_52.881742.csv,29.474334,2022-09-12 11:41:52.291108
File_name_2022-09-12T11_44_06.742034.jpg,File_name_2022-09-12T11_44_07.323568.csv,28.752594,2022-09-12 11:44:06.742034
File_name_2022-09-12T11_46_30.970245.jpg,File_name_2022-09-12T11_46_31.560248.csv,29.130222,2022-09-12 11:46:30.970245
