source_path,destination_path,file_type,purpose,source_version,destination_status,action,reason,dependency,overwrite_allowed,priority
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T10_38_15.485895.jpg,N/A,OTHER,Transfer,ab34a6c032340c12b94e9d2797f08564,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T10_40_27.461151.jpg,N/A,OTHER,Transfer,fc0d206a6add486bdcfc699d62fb7047,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T10_42_44.422955.jpg,N/A,OTHER,Transfer,445219a8ec59b112d07e24d0398e280d,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T10_44_54.513060.jpg,N/A,OTHER,Transfer,7912362277b5ccf16dd4243823846f53,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T10_47_36.153923.jpg,N/A,OTHER,Transfer,b3a84c51f1049d1eee73b447a56447c6,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T10_49_52.528862.jpg,N/A,OTHER,Transfer,ce4ef14c7fee3435ff19329fde1c0b92,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T10_52_21.549672.jpg,N/A,OTHER,Transfer,8d3a0566b34355fc1d19f751fd8981be,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T10_56_21.081558.jpg,N/A,OTHER,Transfer,80f68d8123f662a12d55666d38f7ebac,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T11_15_33.164581.jpg,N/A,OTHER,Transfer,e4b8c15f55a67e2c48615eea2226035f,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T11_18_38.855398.jpg,N/A,OTHER,Transfer,bd792a0649e3dabad66ce2671be60969,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T11_20_44.197511.jpg,N/A,OTHER,Transfer,aa40fd9f797ca680537e5b82ab3f9fea,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T11_23_05.738431.jpg,N/A,OTHER,Transfer,1c35e6e2967cf6714b2d8ad5401b2773,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T11_25_10.039039.jpg,N/A,OTHER,Transfer,7dfd4c6af764e955b053c6a28647f23c,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T11_27_14.233570.jpg,N/A,OTHER,Transfer,52279e92eb495af367885572e50032d3,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T11_29_27.083333.jpg,N/A,OTHER,Transfer,ad2a9db1b4e95da796c9cef9d94159f0,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T11_33_32.056391.jpg,N/A,OTHER,Transfer,b52ef0255568bd646e1a0d392f90ada2,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T11_35_44.686279.jpg,N/A,OTHER,Transfer,99aff55ec7f5bd7e3a9e9e58058ef75f,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T11_41_52.291108.jpg,N/A,OTHER,Transfer,a643399e5e730bd3520f61535f4dc9d0,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T11_44_06.742034.jpg,N/A,OTHER,Transfer,7f3ad2a3b37f281ea35e5d325ff3b159,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T11_46_30.970245.jpg,N/A,OTHER,Transfer,fc0c5a6ceeb47a757ea59bc17bc8305e,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T11_48_45.804052.jpg,N/A,OTHER,Transfer,fc64547929de76c3ca73b56366a153ea,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T11_53_24.297831.jpg,N/A,OTHER,Transfer,2a6774258e9d93a5d7c132e39643469a,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T11_55_47.449873.jpg,N/A,OTHER,Transfer,c965f4a734c91976990e044ef148cf0e,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T11_58_23.896267.jpg,N/A,OTHER,Transfer,ffa0a9ae670a68ff700f9e6169fdb749,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T12_02_54.028142.jpg,N/A,OTHER,Transfer,fce0c08fb10ba56620d9f38eec40b2e7,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T12_05_03.715373.jpg,N/A,OTHER,Transfer,fba2a4c146d7935b045fd74078eb579c,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T12_07_18.678349.jpg,N/A,OTHER,Transfer,67b6dace4294a5eb255a2c2cd5571116,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T12_09_54.485166.jpg,N/A,OTHER,Transfer,16fb59f549beaa5602cbe21b7852c52d,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T12_12_23.592235.jpg,N/A,OTHER,Transfer,b70c06ffc64edff4be2abe1c385eb375,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T12_15_22.826399.jpg,N/A,OTHER,Transfer,b59543319501b0caa409d811e535a439,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T12_17_36.731095.jpg,N/A,OTHER,Transfer,1d33ed63a85151317eb8f5e7a0807072,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T12_19_54.036670.jpg,N/A,OTHER,Transfer,3869283ac9842776d4137d7a5cde31ac,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T12_22_12.023077.jpg,N/A,OTHER,Transfer,498c9d3d8a95364431a4292d9a4cc967,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T12_27_16.916823.jpg,N/A,OTHER,Transfer,14d0bc258a34a8340d9c847f5c8b8664,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T12_29_20.697502.jpg,N/A,OTHER,Transfer,c3b6e496b0fdec9fb9f6e739122dfd17,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T12_31_21.195184.jpg,N/A,OTHER,Transfer,c7286e3ae2207898bb0c42e0f84db4cb,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T12_33_54.210917.jpg,N/A,OTHER,Transfer,1945abfdda7ea3817b64354b381dba0b,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T12_35_57.319118.jpg,N/A,OTHER,Transfer,1e0aae4d3cd4e8b91c6165b980de7844,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T12_38_02.631694.jpg,N/A,OTHER,Transfer,7587db4ed69bb74ba65daaa7e8cde766,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T12_40_06.290407.jpg,N/A,OTHER,Transfer,acffa238d1f46b10ba460a674a05f193,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T12_42_13.515769.jpg,N/A,OTHER,Transfer,5904f66256abed6a609f75955bbd3c25,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T12_44_33.235815.jpg,N/A,OTHER,Transfer,5552302a483b129db643d918a49dd4a3,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T12_46_37.933986.jpg,N/A,OTHER,Transfer,97d14754d552dcd4696b56f102342932,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T12_48_50.150869.jpg,N/A,OTHER,Transfer,748fbf6a3879a26932da06f26ab30524,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T12_50_47.293100.jpg,N/A,OTHER,Transfer,9895e613dd0326b22c0059bc4318f7fe,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T12_52_53.015438.jpg,N/A,OTHER,Transfer,95c0940d51e76750adc17255e40438fe,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T12_58_12.605241.jpg,N/A,OTHER,Transfer,8d11756147912dce02e3ce920ee79dc1,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
datasets/extracted/MATWI/Set1/Set1/images/File_name_2022-09-12T13_00_26.578508.jpg,N/A,OTHER,Transfer,6543db197e831e9591eef5f610ab3563,DO_NOT_TRANSFER,DO_NOT_TRANSFER,NOT_REQUIRED,None,FALSE,P3
